sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51
2.359645820997994,46.47334832685685,50.42091829105618,42.44650320891593,594.4699741390668,85.87955127240946,13.701293235162703,16.162986841700057,15.309013449919492,15.14125984079405,42.96516178099548,38.67242963616482,28.477941154537152,15.91381324850754,65.9282354784543,68.51419103887247,71.52617753541288,0.05000121965392686,40.430475709565386,76.20732140977596,185.4444594429989,65.97421849388338,125.09118247676172,96.76504348030787,57.48129551148296,82.39481003428827,-0.015519874024648918,82.73225546626253,31.863874419125537,123.14366374746935,153.68013723337447,159.76550795763424,81.28941146663662,84.31753310658459,78.95443301154963,23.705056527980222,17.698385364033026,39.06621129962077,31.22486400765311,55.194666347607615,27.65328838918808,30.170647435059728,36.50314288890242,33.27860571684367,32.16426125252942,41.9334776431953,34.385759204594464,61.94268713249733,42.19983352578355,179.15426093744466,202.72283842236143
2.4206418209979943,42.610488326856846,49.0754374145914,41.79546027068353,629.6550741390669,79.16409127240945,14.062983235162704,16.235326841700058,15.743043449919492,15.14125984079405,51.75223178099548,46.29402963616482,31.64051115453715,3.8716422485075404,420.3734006640012,463.0570310388725,457.27684203736595,2.4708723241422996,667.1084257095654,399.09754140977594,881.3235594429989,533.7278384938834,1095.0680824767617,629.3691334803078,761.679675511483,952.9758100342883,528.3579801259754,1058.2501554662626,553.7134244191255,669.4400637474693,930.2426372333745,955.1844079576343,496.69501146663663,268.64949310658454,551.0879930115497,617.4414297610125,22.996975364033027,47.399541299620765,32.52694400765311,73.42383634760762,32.34077838918808,33.03522743505973,44.31564288890242,33.56795813383587,33.900371252529425,41.644127643195304,44.51307024707497,119.23438713249733,43.06789352578355,221.39966093744465,160.90373577632457
2.410803820997994,48.64347832685685,52.1136382910562,44.877060459892526,629.4236064632859,76.15661127240945,15.162523235162702,16.640426841700055,15.706873449919494,15.07615984079405,41.056331780995485,43.15590963616482,35.31459115453715,12.974383248507541,420.9491006640012,463.93733103887246,468.72854203736597,2.5972713241422998,679.2062257095654,405.63604140977594,898.5444594429986,542.3765384938835,1108.3560824767617,610.3967334803078,700.7505755114829,802.3985100342883,775.4511801259753,797.4596554662625,523.6269244191255,680.5510637474694,885.9717372333745,913.6977079576343,470.29071146663665,240.21029310658457,513.2711930115496,788.6166297610124,0.04043536403302521,45.57662129962077,34.34986400765311,76.54883634760762,31.81994838918808,33.55606743505973,43.27397701243763,63.37119261259567,56.759161252529424,51.7714376431953,40.751500247074965,373.28528713249733,114.53776352578355,183.09351938712265,233.24173577632456
2.458025820997994,48.383064701368546,52.67786966556788,45.57150545989253,630.3495741390669,81.49609127240946,13.650653235162702,15.656626841700055,15.424753449919493,14.84467984079405,47.78593178099548,25.878749636164823,30.06996115453715,1.5168262485075406,420.2169006640012,462.1523310388725,465.84594203736594,2.5803433241422997,667.2702257095654,400.41294140977595,880.5475594429988,538.3860384938835,981.7105824767617,632.2582334803078,756.344475511483,903.9308100342882,458.75728012597534,1259.9301554662627,770.5752244191258,649.9955637474693,1400.5553372333745,874.7663079576344,466.61491146663667,181.07339310658458,330.5346930115496,255.27102976101241,81.956455364033,44.01412129962077,30.18319400765311,46.08008634760762,31.55953838918808,31.733149496827338,36.76356288890242,35.01471261259567,37.95129125252942,49.456627643195304,41.90890678760226,121.83848713249733,48.27622352578355,187.83486093744466,181.15843577632455
2.464911820997994,50.075771763136146,50.98515829105619,42.09928183440423,634.1690741390669,84.12087127240943,13.4119432351627,16.502976841700058,15.388583449919492,15.14125984079405,37.41686178099548,48.67003963616482,34.12415115453715,5.2922732485075406,401.6695006640012,441.4028310388725,437.84884203736596,2.2771043241422997,623.6075257095654,374.45014140977594,828.1346594429989,459.15363849388336,901.4433824767617,588.8864334803078,650.573175511483,751.4692100342883,509.85668012597534,1153.7011554662627,759.8885244191255,714.8103637474693,1698.4713372333745,750.7035079576343,543.0366114666366,161.02449310658457,308.9844930115496,252.3358297610124,94.62309536403303,49.22246129962077,39.03736400765311,64.04883634760762,33.64286838918808,34.07689743505973,38.32606288890242,41.66981261259568,42.58092125252942,38.1718976431953,39.01539024707497,155.11398713249733,91.10030352578356,217.05936093744467,239.02873577632457
2.415722820997994,51.46466107588025,52.721268291056184,45.83192114714842,639.956016131255,73.77263127240946,14.858703235162702,16.358306841700056,15.337943449919491,15.10509984079405,41.533071780995485,44.314679636164826,34.46584115453715,13.10329324850754,420.4793006640012,461.4001310388725,478.05404203736595,2.6796913241422997,676.1219257095654,406.8193414097759,892.9030594429988,543.3932384938835,1106.2670824767617,607.7594334803078,703.2667755114829,798.4878100342883,942.1839801259753,800.7802554662625,504.86232441912557,697.6807637474693,800.0343372333745,591.4369079576343,510.71871146663665,259.71129310658455,545.6067930115496,671.1504297610124,0.04043536403302521,52.087041299620765,35.39152400765311,79.41341634760762,34.16369838918808,34.07689743505973,42.75314495067002,42.537862612595674,49.23602125252943,51.1927376431953,38.14733024707497,249.44268713249733,56.667423525783555,183.09351938712265,185.20933577632456
2.461960820997994,48.122646763136146,51.37578829105619,44.66004614714842,641.22920949063,63.26903127240944,14.822533235162702,16.640426841700055,15.627293449919494,15.10509984079405,42.51719178099548,51.062949636164824,39.42744115453715,12.751043248507541,420.9125006640012,465.40633103887245,457.605342037366,2.4842913241423,665.7765257095654,399.44304140977596,881.6324594429989,536.1056384938835,1095.3560824767617,628.3664334803078,749.5774755114829,849.4889100342883,483.41018012597533,627.8308554662625,560.9527244191255,764.3474637474693,973.4717372333745,902.7723079576343,510.09961146663665,200.05759310658456,511.0072930115496,817.4375297610125,1.0526303640330255,42.712041299620765,29.66236400765311,85.92383634760762,30.51786838918808,31.472737435059727,48.22189288890242,48.90360261259568,42.58092125252942,54.0862576431953,39.594095081059365,379.36168713249737,74.89659352578356,183.09351938712265,191.28573577632454
2.5170538209979942,48.166048326856846,49.552868291056186,40.97081545989253,634.5161741390668,84.76013127240945,13.527683235162703,15.692796841700057,15.591133449919495,15.07615984079405,48.517981780995484,34.342949636164825,29.73214115453715,0.4962352485075405,417.6566006640012,462.81863103887247,468.93574203736597,2.5738023241423,665.5126257095653,400.6454414097759,876.0662594429989,504.2524384938834,981.0391824767617,600.3365334803078,750.633575511483,905.2970100342883,447.4482801259753,1012.8881554662624,729.4366244191255,618.9769637474693,1004.7213372333745,902.1880079576343,517.1441114666366,332.2695931065846,476.5781930115496,843.9663297610124,63.58312536403302,46.09746129962077,36.69361400765311,53.11133634760762,36.24702838918808,36.16022743505973,40.40939288890242,36.75082261259568,37.95129539925792,42.2228276431953,39.01539024707497,55.57694713249733,49.144283525783564,171.34176093744466,227.45473577632455
2.360629820997994,50.59660832685685,50.6379374145914,45.05067114714842,608.7059741390669,88.04987127240945,13.932773235162703,16.459576841700056,15.822613449919492,15.14125984079405,58.42176178099548,41.233799636164825,25.915821154537152,15.061993248507541,67.59816498284889,54.916471038872466,-0.018957962634021597,-0.01076267585770034,0.0047257095653837206,72.79686140977593,174.3484594429989,-0.02736150611661349,120.20238247676171,-0.03856651969213959,48.73976551148297,153.58171003428828,466.83698012597534,152.92155546626256,55.40623441912554,197.21776374746935,271.38853723337445,240.23570795763425,131.52841146663664,83.68869310658457,138.5043930115496,101.25972976101242,45.64915536403302,49.22246129962077,40.07902400765311,107.01753634760762,39.63244838918808,40.58731743505973,58.89897288890242,57.58416261259568,54.15500125252942,82.7320876431953,78.65659024707497,92.32462713249734,52.03779352578355,159.18896093744465,202.72283842236143
2.412770820997994,44.216396763136146,51.63620172733548,45.13747458342774,646.9004741390669,76.41165127240946,15.054013235162703,15.656626841700055,15.670703449919493,15.10509984079405,38.490471780995485,46.948309636164836,33.49384115453715,19.082153248507545,420.7328006640012,463.22833103887245,461.97974203736595,2.5201793241423,666.9284257095654,398.25124140977596,875.0285594429988,535.1414384938835,1091.2900824767617,627.3583334803078,759.864975511483,949.6097100342882,518.4477801259753,1047.5571554662627,575.6802244191257,686.1066637474693,1007.8463372333745,952.2650079576343,515.2451114666366,279.7953931065846,562.4518930115498,604.5127297610125,31.331455364033026,59.899541299620765,43.98527400765311,86.18424634760761,37.80952838918808,34.85814743505973,43.27397288890242,43.405922612595674,39.68740125252942,40.7760676431953,43.06632024707497,74.38481713249736,45.96140352578355,160.63576093744467,181.15843577632455
